;1;"ACME Multisport";;"900 Conderence Drive";"Goodlettsville";56;37072;"US";"(615) 855-1760";;"http://www.acmemultisports.com/";3;36.3211159;-86.7023206;15;;;;
;1;"ACME Multisports";;"842 Conderence Drive";"Goodlettsville";56;37072;"US";"(615) 855-1760";;;3;36.317838;-86.701036;15;;;;
;1;"ACTION SPORTS";;"75 BANKVIEW DRIVE";"FRANKFORT";23;60423;"US";"815-469-5757";;;3;41.5105021;-87.8508721;15;;;;
;1;"Active Aggie";;"2603 Broadway";"Redwood City";12;94063;"US";"(650) 299-9992";;"http://www.peacebankyoga.com/";3;37.4861888;-122.2332462;15;;;;
;1;"Active Runner";;"13500 Pearl Road";"Strongsville";47;44136;"US";"(440) 268-9590";;"http://activerunnerstrongsville.com/wp/";3;41.316147;-81.835855;15;;;;
;1;"Adam Broderick Salon & Spa";;"89 danbury road";"Ridgefield";14;6877;"US";"(203) 431-3994";;"http://www.adambroderick.com/";3;41.2916936;-73.4938085;15;;;;
;1;"Adam Broderick Salon & Spa";;"730 main street south";"Southbury";14;6488;"US";"(203) 267-7000";;"http://www.adambroderick.com/";3;41.4643747;-73.2309591;15;;;;
;1;"Adam Broderick Salon & Spa";;"89 danbury road";"Ridgefield";14;6877;"US";"(203) 431-3994";;;3;41.2917544;-73.4937481;15;;;;
;1;"Adam Broderick Salon & Spa";;"88 danbury road";"Ridgefield";14;6877;"US";"(203) 431-3994";;;3;41.2907476;-73.4945999;15;;;;"Unit 11"
;1;"Adam Broderick Salon & Spa";;"86 danbury road";"Ridgefield";14;6877;"US";"(203) 431-3994";;;3;41.2915779;-73.4938585;15;;;;"Unit 11"
;1;"Addy's Spinkerdoodles";;"8806 Chipping Rock";"Sugar Land";57;77479;"US";"713-882-9489";;;3;29.559085;-95.668009;15;;;;
;1;"Adventure Boot Camp ";;"8225 Babsdale Chase";"Montgomery ";1;36117;"US";"(334) 444-1869";;"http://www.adventurebootcamp.com/";3;32.343918;-86.150069;15;;;;
;1;"Adversity Volleyball";;"W73 N400 Greystone Drive";"Cedarburg";64;53012;"US";2623755940;;;3;43.290986;-88.0005995;15;;;;
;1;"AH Collection";;"9265 Bluestone Circle";"Indianapolis";24;46236;"US";"(317) 919-6070";;"http://ahcollectioninc.com/";3;39.921938;-85.955919;15;;;;
;1;"Albion Club Soccer";;"22511 Water Edge Lane";"Katy";57;77494;"US";"281-693-9335";;;3;29.71029;-95.770218;15;;;;
;1;"All Life Is Yoga";;"11723 Old Glenn Hwy";"Eagle River";2;99577;"US";"(907) 229-3384";;"http://www.alllifeisyoga.com/";3;61.3263522;-149.5708207;15;;;;"Suite 116"
;1;"All Life Is Yoga";;"16929 Eleonora St";"Eagle River";2;99577;"US";"(907) 229-3384";;;3;61.336754;-149.565903;15;;;;
;1;"All Things Illini";;"2901 Robeson Park Drive";"Champaign";23;61822;"US";"217-351-2040";;;3;40.089381;-88.292759;15;;;;
;1;"Allegira Spa";;"100 E Thomas Place";"Avon";13;81620;"US";"970-827-6707";;"www.allegriaspa.com/";3;39.604564;-106.515465;15;;;;
;1;"Allergy Apparel";;"PO Box 183";"Manakin Sabot";61;23103;"US";"(804) 338-7011";;"http://www.allergyapparel.com/main.sc";3;37.6525097;-77.7223162;15;;;;
;1;"Alley Cuts";;"607 Broad Street";"St. Joseph";33;49085;"US";"(269) 982-5200";;;3;42.1086572;-86.4819843;15;;;;
;1;"Allsports";;"3401 Nicholasville Road  Suite B201";"Lexington";27;40503;"US";"(859) 272-8656";;"http://www.allsportslex.com/";3;37.990877;-84.528753;15;;;;
;1;"Allsports";;"3401 Nicholasville Road; Suite B201";"Lexington";27;40503;"US";"(859) 272-8656";;;3;37.990877;-84.528753;15;;;;
;1;"Allsports";;"3401 Nicholasville Road Suite C330";"Lexington";27;40503;"US";"(859) 272-8656";;;3;37.9890031;-84.5271844;15;;;;
;1;"Allure Salon and Spa";;"5250 Courseview Drive";"Mason";47;45040;"US";"(513) 459-0606";;;3;39.3567201;-84.2690367;15;;;;
;1;"Aloha Tropics Tanning";;"P.O. Box 2453";"El Cajon ";12;92021;"US";"(619) 722-6921";;;3;32.7947731;-116.9625269;15;;;;
;1;"Aloha Tropics Tanning Spa";;"2710 Alpine Blvd.";"Alpine";12;91901;"US";"(619) 722-6921";;;3;32.835104;-116.755299;15;;;;"Ste. F"
;1;"Alpine Shop ";;"2504 Main Street";"Rangeley";29;4970;"US";"(207) 864-3741";;"http://www.alpineshoprangeley.com/";3;44.9654101;-70.6431726;15;;;;
;1;"Alpine Shop ";;"8 Heartbreak Hill";"Ipswich";32;1938;"US";"207-864-3741";;;3;42.6715306;-70.8200886;15;;;;
;1;"Alpine Shop ";;"PO Box 428";"Rangeley";29;4970;"US";"207-864-3741";;;3;44.9656821;-70.6427102;15;;;;
;1;"Altitude Running";;"150 E. Harmony Rd Ste. 2C";"Ft. Collins";13;80525;"US";"970 377-8005";;;3;40.5236309;-105.0768304;15;;;;
;1;"American Ski Exchange";;"225 Wall Street";"Vail";13;81657;"US";9704761477;;"http://www.vailskishop.com/";3;39.6406659;-106.3740645;15;;;;
;1;"Amphibian Multisport";;"149 Coolidge Ave";"Libertyville";23;60048;"US";8479750407;;;3;42.275833;-87.953856;15;;;;
;1;"Ana Banana Kids";;"8 West Gartner Avenue  Suite 148";"Naperville";23;60540;"US";"630.416.0506";;"http://www.facebook.com/pages/AnaBanana-Kids/17852";3;41.755241;-88.1428149;15;;;;
;1;"Anchor Fitness Co.; LLC";;"2222 Kilkare Parkway";"Point Pleasant";41;8742;"US";"732-996-1999";;;3;40.076425;-74.068417;15;;;;
;1;"AnMed Health Medical Center ";;"800 North Fant Street";"Anderson";;29621;"US";"864-512-1547";;;3;34.511633;-82.646483;15;;;;
;1;"Anything Goes";;"2504 West Park Row Suite B6";"Pantego";57;76013;"US";"817-542-0862";;"http://giftsatanythinggoes.com/index.html";3;32.7213609;-97.1497094;15;;;;
;1;"ARAMAT PILATES & SPA";;"6624 N 10th Street; suit A";"Mcallen";57;78504;"US";"(956)213-8393";;;3;26.2625096;-98.2198004;15;;;;
;1;"ARH Running Inc.";;"204 A East Route 66";"Flagstaff";4;86001;"US";"928-774-2990";;;3;35.197015;-111.646492;15;;;;
;1;"Aria Spa & Club";;"1300 Westhaven Drive";"Vail";13;81657;"US";"(970) 476-7400";;"www.vailcascade.com";3;39.636905;-106.402519;15;;;;
;1;"Arrowhead Alpine Club";;"0160 Cresta Road";"Edwards";13;81632;"US";"970-754-6457";;"www.arrowhead-alpines.com/ ";3;39.6336512;-106.5650719;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"16819 Q Street";"Omaha";38;68135;"US";"402-403-0587";;;3;41.2051043;-96.1782018;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"5417 South 96th Street";"La Vista";38;68127;"US";"402-403-0587";;;3;41.2037539;-96.0619609;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"8017 South 83rd Streed";"La Vista";38;68128;"US";"402-403-0587";;;3;41.1800062;-96.0420218;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"407 North 78th Street";"Omaha";38;68114;"US";"402-403-0587";;;3;41.2620354;-96.0368327;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"14142 West Center Road";"Omaha";38;68144;"US";"402-403-0587";;;3;41.234629;-96.137637;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"11008 Emmet Street";"Omaha";38;68164;"US";"402-403-0587";;;3;41.2891846;-96.0851787;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"4202 Dodge Street";"Omaha";38;68131;"US";"402-403-0587";;;3;41.259998;-95.976301;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"10503 South 15th Street";"Bellevue";38;68123;"US";"402-403-0587";;;3;41.156795;-95.932038;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"623 West Broadway";"Council Bluffs";25;51503;"US";"402-403-0587";;;3;41.2612621;-95.8522559;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"16811 Burke Street";"Omaha";38;68118;"US";"402-403-0587";;;3;41.2588905;-96.1785269;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"5505 O Street";"Lincoln";38;68510;"US";"402-403-0587";;;3;40.813072;-96.645418;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"5308 South 56th Street";"Lincoln";38;68516;"US";"402-403-0587";;;3;40.75902;-96.643609;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"2712 Cornhusker Hwy";"Lincoln";38;68504;"US";"402-403-0587";;;3;40.843337;-96.681386;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"201 Wilmar Ave";"Grand Island";38;68803;"US";"402-403-0587";;;3;40.9199426;-98.3802796;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"1815 North Belt Hwy";"Saint Joseph";36;64506;"US";"402-403-0587";;;3;39.783043;-94.802617;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"115 Highway 1 West";"Iowa City";25;52246;"US";"402-403-0587";;;3;41.6625397;-91.5228244;15;;;;
;1;"Ashley Lynn Tanning DBA Palm Beach Tan";;"585 Highway 965 S";"North Liberty ";25;52317;"US";"402-403-0587";;;3;41.7381865;-91.6085038;15;;;;
;1;"Athens Running Company";;"367 Prince Ave.";"Athens";19;30601;"US";"706-850-6051";;;3;33.9600481;-83.3838554;15;;;;"Suite #2"
;1;"Athlete's Edge ";;"7120 Wyoming Blvd NE Suite 15";"Albuquerque";42;87122;"US";"(505) 856-9377";;"http://www.athletesedge.com/";3;35.160823;-106.5596082;15;;;;
;1;"Athlete's Edge ";;"10021 Corona Ave NE";"Albuquerque";42;87122;"US";"(505) 856-9377";;;3;35.180402;-106.528178;15;;;;
;1;"Athletic Feat";;"3377 Solano Ave";"Napa";12;94558;"US";"707-258-6272";;;3;38.3194008;-122.3096465;15;;;;
;1;"Athletic Shoe Factory";;"101 Juniper Dr";"Milford";14;6461;"US";"(203) 255-4460";;;3;41.244112;-73.08687;15;;;;
;1;"Athletic Shoe Factory";;"1560 Post Road E";"Westport";14;6880;"US";"(203) 255-4460";;;3;41.13856;-73.309874;15;;;;
;1;"Athletic Soles; Inc.";;"49 Petaluma Blvd.; N";"Petaluma ";12;94952;"US";"707-763-0700";;;3;38.2340824;-122.6403217;15;;;;
;1;"Atlanta Activewear";;"996 Virginia Ave NE";"Atlanta";19;30306;"US";"(404) 532-1975";;"http://www.atlantaactivewear.com/";3;33.7823258;-84.3548868;15;;;;
;1;"Auburn Running Company";;"833 Lincoln Way";"Auburn";12;95603;"US";"530-305-9989";;;3;38.900093;-121.068121;15;;;;
;1;"Austin Patrick and Associates";;"214 Creekstone Ridge";"Woodstock";19;30188;"US";"(770) 592-9699";;"http://www.austinpatrick.com/";3;34.089725;-84.525053;15;;;;
;1;"Austin Patrick and Associates";;"116 Rock Creek Ln";"Canton";19;30114;"US";"678-896-1360";;;3;34.229234;-84.52905;15;;;;
;1;"Avanti Sports";;"3503 NE 45th ST";"Seattle";62;98105;"US";"425-881-9635";;;3;47.6610324;-122.2896686;15;;;;
;1;"Avera McKennan Fitness Center";;"3400 S. Southeastern Ave";"Sioux Falls";55;57103;"US";"(605) 322-5300";;"http://www1.avera.org/amfc/";3;43.5144356;-96.6893726;15;;;;
;1;"Avon Gifts";;"The Shops ar River Park  51 East Main Street";"Avon";14;6001;"US";"(860) 674-0073";;"http://www.sportsbuff.com/";3;41.806509;-72.825757;15;;;;
;1;"Awakened Yoga Studio";;"2230 lone star drive";"Sugar Land";57;77479;"US";"281-491-0221";;;3;29.5947129;-95.6231463;15;;;;
;1;"Awakening Yoga Studio";;"88 Wysteria Dr.";"Richmond Hill";19;31324;"US";"912 656-9663";;;3;31.861922;-81.265019;15;;;;
;1;"Azars Uniforms";;"5767 Carmichael Road";"Montgomery ";1;36117;"US";"(334) 244-1133";;"http://azarsuniforms.com/default2.asp";3;32.36008;-86.2096926;15;;;;
;1;"Babe";;"21 Essex Street";"Marblehead";32;1945;"US";"781-639-4900";;;3;42.5022761;-70.8555408;15;;;;
;1;"Baby Bump Bundle";;"16 Margaret Street";"boston";32;2113;"US";8604026197;;;3;42.3658993;-71.0557888;15;;;;"apt 3"
;1;"Badlands Outfitters";;"24 W. Gartner Rd. Ste. 112";"Naperville";23;60540;"US";"(630) 718-1188";;"http://www.badlands-outfitters.com/";3;41.7552412;-88.1428484;15;;;;
;1;"Bala Vinyasa Yoga";;"6200 Trail Blvd. N";"Naples";18;34108;"US";"1-239-598-1938";;"www.bvyoga.com/";3;26.2153271;-81.8001839;15;;;;
;1;"Balance for Life Fitness Center";;"3777 Lexington Ave N";"Arden Hills";34;55126;"US";"651-415-9500";;;3;45.0564041;-93.1471377;15;;;;
;1;"Balance Health Studio";;"3547 E County Highway 30A";"Santa Rosa Beach";18;32459;"US";"(850) 231-9288";;"www.balance30a.com";3;30.314005;-86.1175461;15;;;;
;1;"Balance Methods";;"322 S French Rd";"Lale Leelanau";33;49653;"US";"312-961-2784";;;3;44.9766902;-85.7404305;15;;;;
;1;"Balanced Athletics";;"401 Kenwood Drive";"Moorestown";41;8057;"US";"(856) 296-1378";;"http://www.balancedathletics.com/";3;39.9564;-74.9514;15;;;;
;1;"Bandanna Running";;"504 W. Main Street";"Boise";22;83702;"US";"(203)-386-9017";;"http://www.bandannarunning.com/";3;43.613909;-116.2001114;15;;;;
;1;"Barre 3";;"70 SW Century Drive Suite 140";"Bend";49;97702;"US";"(541) 323-2828";;"http://www.barre3.com/";3;44.050605;-121.330531;15;;;;
;1;"barre revolution";;"2021 Crosshair Cir";"Orlando";18;32837;"US";7609208881;;;3;28.381013;-81.409041;15;;;;
;1;"Barre3 Knoxville; Northshore Town Center";;"2020 Town Center Blvd";"Knoxville";56;37922;"US";"(865)692-5252";;;3;35.85907;-84.076497;15;;;;
;1;"barre54";;"444 west new england avenue suite 101";"winter park ";18;32789;"US";6158302586;;;3;28.5959785;-81.3550304;15;;;;
;1;"Basically Bows";;"7116 E. Mercer Lane; Suites 105-106";"Scottsdale";4;85254;"US";"480-483-2697";;"http://www.basicallybows.com/";3;33.5855473;-111.9275792;15;;;;
;1;"Basket Pizzazz";;"2149 Glebe Street Suiet 100";"Carmel";24;46032;"US";"(317) 846-2070";;"http://www.basketpizzazz.com/";3;39.9730881;-86.1991705;15;;;;
;1;"Basket Pizzazz";;"2159 Glebe Street Suiet 100";"Carmel";24;46032;"US";"(317) 564-4888";;;3;39.9693;-86.1650024;15;;;;
;1;"Bay Shore Outdoor";;"2457 South Bay Shore Drive";"Sister Bay";64;54234;"US";"(920) 854-7598";;"http://www.kayakdoorcounty.com/bayshorestore.htm";3;45.185241;-87.1296909;15;;;;
;1;"Baylor Tom Landry Fitness Center";;"411 North Washington";"Dallas";57;75246;"US";"(214) 820-7872";;"http://www.baylortomlandryfitnesscenter.com/index.";3;32.788413;-96.777087;15;;;;
;1;"Baylor University Medical Center & Receiving ";;"8757 Autobahn Suite 200 ";"Dallas";57;75237;"US";"214-820-2405";;;3;32.643437;-96.863004;15;;;;
;1;"Bayou Health Foods";;"595 Baker Road";"Stonewall";28;71078;"US";"(318) 324-1177";;"http://www.facebook.com/pages/Bayou-Health-Foods/1";3;32.2822484;-93.7807536;15;;;;
;1;"Bayside Runner";;"38 Long Pond Road";"Plymouth ";32;2360;"US";"(508) 591-8422";;"http://www.baysiderunner.com/";3;41.931896;-70.657969;15;;;;
;1;"Bayside Runner";;"801 Centre Street";"Jamaica Plain";32;2130;"US";5085918422;;;3;42.3091551;-71.1165385;15;;;;
;1;"Bayside Runner";;"484 Station Ave Unit F";"S. Yarmouth";32;2664;"US";"508-591-8422";;;3;41.686852;-70.208264;15;;;;
;1;"Be The Boutique";;"5367 North College Avenue";"Indianapolis";24;46220;"US";"317-257-3826";;"www.betheboutique.com";3;39.8506474;-86.1458414;15;;;;
;1;"Bear Creek Running Company";;"101 Town Center Lane; Suite 115";"Keller";57;76248;"US";8173370950;;"www.bearcreekrunning.com";3;32.9326611;-97.2270856;15;;;;
;1;"Bearpaw";;"40 main street";"clinton";41;8809;"US";"908-735-7351";;;3;40.6363919;-74.9113119;15;;;;
;1;"BeautiControl";;"14273 92ND PL NE";"Kirkland";62;98034;"US";4252204105;;;3;47.730674;-122.218357;15;;;;
;1;"Beauty In Motion";;"2560 Kays Creek Drive";"Layton";58;84040;"US";"(801) 414-3588";;"http://www.facebook.com/pages/Beauty-In-Motion-Bou";3;41.083924;-111.918035;15;;;;
;1;"Beefcake Supplements";;"421 Ridgewood Place";"Ft. Thomas";27;41075;"US";"859-620-6351";;"http://www.beefcakesupplements.com/main.sc";3;39.0739021;-84.458332;15;;;;
;1;"Beehive Fitness";;"152 South Fed Hwy";"Boca Raton";18;33432;"US";"(561) 393-7090";;"www.beehivefitness.com";3;26.3483127;-80.0863047;15;;;;
;1;"Bella Boutique";;"1420 9th Street East";"West Fargo";45;58078;"US";"(701) 373-0646";;"http://www.bellaboutiquetime.com/";3;46.8602477;-96.8830328;15;;;;
;1;"Bella Boutique";;"5500 Old Cheney Rd.  Suite 7";"Lincoln";38;68516;"US";"(402) 423-0260";;"http://www.bellaboutiquetime.com/";3;40.756398;-96.647173;15;;;;
;1;"Bella Boutique";;"16909 Lakeside Hills Plaza";"Omaha";38;68130;"US";"(402) 502-2335";;"http://www.bellaboutiquetime.com/";3;41.237533;-96.17776;15;;;;
;1;"Bella Boutique ";;"2150 Dodd Road";"Mendota Heights ";34;55120;"US";"(651) 545-4332";;"http://www.bella-mn.com/";3;44.8781825;-93.126214;15;;;;
;1;"Bella of the Black Hills";;"609 Saint Joseph Street";"Rapid City ";55;57701;"US";"(605) 431-9602";;"http://bellaoftheblackhills.blogspot.com/";3;44.0761902;-103.2070355;15;;;;
;1;"Bellezza Salon & Spa";;"1046 Gardner Rd.";"Charleston";54;29407;"US";"(843) 573-1112";;"http://www.bellezzasalonspa.com";3;32.798843;-80.0186219;15;;;;
;1;"Bellezza Salon & Spa";;"155 Shadowmoss Pkwy";"Charleston";54;29414;"US";"(843) 573-1112";;;3;32.846732;-80.085039;15;;;;
;1;"Berkeley Running Co.";;"3234 University Avenue";"Madison";64;53705;"US";"608-395-2375";;"berkeleyrunningcompany.com/";3;43.0752849;-89.4420029;15;;;;
;1;"Beth Mccarthy";;"112 South Blvd";"San mateo";12;94402;"US";"650 2452685";;"www.bethmccarthy.com";3;37.553736;-122.3125412;15;;;;
;1;"Better Baseball";;"132 Carruth Drive";"Marietta ";19;30060;"US";"(800) 997-4223";;"http://www.betterbaseball.com/";3;33.93037;-84.549364;15;;;;
;1;"Bettysport";;"916 A. West 12th Street";"Austin";57;78703;"US";"(512) 473-0040";;"http://www.bettysport.com/home-mainmenu-1.html";3;30.2768264;-97.7509927;15;;;;
;1;"Beyond Pedaling";;"6814 Snider Plaza";"University Park ";57;75205;"US";"(310) 621-9418";;"http://beyondstudiosdallas.com/";3;32.8487207;-96.7876821;15;;;;
;1;"Beyond Pilates";;"4314 Lovers Lane";"Dallas";57;75225;"US";"310-621-9418";;"www.beyondpilatesdallas.com/";3;32.8513402;-96.8092297;15;;;;
;1;"bFit Studio";;"3202 waterford court";"Pittsburgh";51;15238;"US";"412-716-4866";;"http://mybfitstudio.com/";3;40.562811;-79.904023;15;;;;
;1;"BFIT4LIFE Boot Camps ";;"1551 W Bluerdige Way";"Chandler ";4;85248;"US";"(602) 799-7503";;;3;33.23504;-111.868233;15;;;;
;1;"BG Fitness dba Body Obsessions";;"976 Broadway";"thornwood";43;10594;"US";9147410959;;;3;41.1271198;-73.7795221;15;;;;
;1;"BIBIT; LLC";;"221 W. Pacific ";"Spokane";62;99201;"US";"480-298-5100";;;3;47.6550284;-117.4160554;15;;;;
;1;"Bicycles Inc";;"143 E. Harwood Rd.";"Hurst";57;76054;"US";"817 268-6572";;"http://bicyclesinc.com/";3;32.8497181;-97.1707783;15;;;;
;1;"Bicycles Inc";;"2105 West Southlake Boulevard Suite 225 (next to H";"Southlake";57;76092;"US";"817-488-2000";;"www.bicyclesinc.com";3;32.9412363;-97.1341783;15;;;;
;1;"Big Dog Running";;"1104 Broadway";"Columbus";19;31901;"US";"(706) 322-2786";;"http://www.bigdogrunning.com/plaintext/home/home.a";3;32.4669887;-84.993139;15;;;;
;1;"Big Dog Running";;"76 Goat Rock Rd";"Fortson";19;31808;"US";"(706) 322-2786";;;3;32.626589;-85.038517;15;;;;
;1;"Big Dog Running";;"5413 Whittlesey BLVD";"Columbus";19;31901;"US";"(706) 322-2786";;;3;32.542408;-84.949563;15;;;;"Ste D"
;1;"Big Fish Yoga";;"10 Ponte Vedra Circle";"Jax Beach";18;32082;"US";"425-220-7297";;"http://bigfishpoweryoga.com/";3;30.252718;-81.383312;15;;;;
;1;"Big Horn High School; Spanish Club";;"PO Box 490";"Big Horn ";65;82833;"US";"307-674-8190";;;3;44.6804598;-106.9917542;15;;;;
;1;"Big Island Running Company";;"75 5807 Alii Drive C8";"Kailua-Kona";21;96740;"US";"(808) 327-9333";;;3;19.6344272;-155.9900725;15;;;;
;1;"Big Kahuna Outfitters";;"5879 Spout Springs Rd. Suite D 401";"Flowery Branch";19;30542;"US";"912-682-4178";;"http://www.bigkahunaoutfitters.com/";3;34.1771723;-83.9112937;15;;;;
;1;"Big Peach Kennesaw";;"1625 Ridenour Blvd nw ste 303";"Kennesaw";19;30152;"US";6789030022;;;3;33.992427;-84.588365;15;;;;
